file,Column2,name,chinese_desc
mshu,Chinese Name,超级漫画英雄 (美版 951024),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshud,Chinese Name,超级漫画英雄 (美版 951024 凤凰版) (盗版),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshuttle,Chinese Name,登月火箭 (美版? 第 1 套),月球穿梭机是一个游戏，一开始你必须发射月球岩石才能出去，然后在那之后和一些敌人战斗。在那之后，循环重复。游戏中的语音采样并不能说明屏幕上的单词在说什么。例如，当屏幕上写着“永不放弃”时，声音实际上是在说“坚持住！”。
mshuttle2,Chinese Name,登月火箭 (美版? 第 2 套),月球穿梭机是一个游戏，一开始你必须发射月球岩石才能出去，然后在那之后和一些敌人战斗。在那之后，循环重复。游戏中的语音采样并不能说明屏幕上的单词在说什么。例如，当屏幕上写着“永不放弃”时，声音实际上是在说“坚持住！”。
mshuttlea,Chinese Name,"登月火箭 (美版, 版本 A)",月球穿梭机是一个游戏，一开始你必须发射月球岩石才能出去，然后在那之后和一些敌人战斗。在那之后，循环重复。游戏中的语音采样并不能说明屏幕上的单词在说什么。例如，当屏幕上写着“永不放弃”时，声音实际上是在说“坚持住！”。
mshuttlej,Chinese Name,登月火箭 (日版 第 1 套),月球穿梭机是一个游戏，一开始你必须发射月球岩石才能出去，然后在那之后和一些敌人战斗。在那之后，循环重复。游戏中的语音采样并不能说明屏幕上的单词在说什么。例如，当屏幕上写着“永不放弃”时，声音实际上是在说“坚持住！”。
mshuttlej2,Chinese Name,登月火箭 (日版 第 2 套),月球穿梭机是一个游戏，一开始你必须发射月球岩石才能出去，然后在那之后和一些敌人战斗。在那之后，循环重复。游戏中的语音采样并不能说明屏幕上的单词在说什么。例如，当屏幕上写着“永不放弃”时，声音实际上是在说“坚持住！”。
mshvsf,Chinese Name,超级漫画英雄 对 街头霸王 (欧版 970625),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfa,Chinese Name,超级漫画英雄 对 街头霸王 (亚版 970625),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfa1,Chinese Name,超级漫画英雄 对 街头霸王 (亚版 970620),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfb,Chinese Name,超级漫画英雄 对 街头霸王 (巴西版 970827),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfb1,Chinese Name,超级漫画英雄 对 街头霸王 (巴西版 970625),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfh,Chinese Name,超级漫画英雄 对 街头霸王 (西班牙版 970625),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfj,Chinese Name,超级漫画英雄 对 街头霸王 (日版 970707),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfj1,Chinese Name,超级漫画英雄 对 街头霸王 (日版 970702),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
mshvsfj2,Chinese Name,超级漫画英雄 对 街头霸王 (日版 970625),"漫威超级英雄大战街头斗士是Capcom制作的第四款漫威漫画授权的格斗游戏，也是漫威大战Capcom系列的第二部。这是X战队对街头斗士的续集，用漫威超级英雄中的角色取代了大多数X战队角色。为了平衡上一个游戏的问题，游戏引擎被改变了，尽管它在美学上保持了不变，这也是游戏被批评的原因。这款游戏于1997年为拱廊发行

漫威超级英雄对街头斗士拥有17名可玩战斗机的花名册，其中9个角色来自街头斗士宇宙，8个英雄来自漫威宇宙，它使用了以前在X战兵对街头斗士中使用的相同一对一标签团队形式。
玩家选择一支由两名拳手组成的球队，每个拳手都有自己的生命表；在比赛开始时，第一个选择的角色由玩家控制，而第二个角色则保持在屏幕外，并充当支持。"
